DÍA;Ubic;Horario;Latitude;Longitude
DOMINGO;PERIFERICO SUR /ACOXPA Y LATERAL CAFETALES;08:00 A 19:00 HORAS;19,289647869;-99,115876039
MARTES;MONTE MIRAVALLE ESQUINA CON CARRETERA VIEJA A SAN PABLO;9:00 A 17:00 HORAS;19,242349078;-99,115684003
LUNES;CALLE GENERAL JULIO GARCIA ENTRE EJE 3 ORTENTE Y PASCUAL OROZCN, COL. SAN MIGUEL IZTACALCO;08:00 A 19:00 HORAS;19,393972407;-99,115624157
VIERNES;CALLE GENERAL JULIO GARCIA ENTRE EJE 3 ORTENTE Y PASCUAL OROZCO, COL. SAN MIGUEL IZTACALCO;08:00 A 19:00 HORAS;19,393886566;-99,115319525
MIÉRCOLES;RANCHO COLORADO ENTRE RANCHO VISTA HERMOSA Y CAFETALES;8:00 A 19:00 HORAS;19,306371036;-99,115242251
DOMINGO;EJIDO ENTRE CALZADA TAXQUEÑA Y 5 DE MAYO;8:00 A 19:00 HORAS;19,338944044;-99,115046495
VIERNES;EJIDO ENTRE CALZADA TAXQUEÑA Y 5 DE MAYO;8:00 A 19:00 HORAS;19,338944044;-99,115046495
SÁBADO;EJIDO ENTRE CALZADA TAXQUEÑA Y 2 DE ABRIL;8:00 A 19:00 HORAS;19,338944044;-99,115046495
DOMINGO;EJIDO ENTRE CALZADA TAXQUEÑA Y 5 DE MAYO;8:00 A 19:00 HORAS;19,338944044;-99,115046495
LUNES;AHUEJOTES FRENTE A LA UNIDAD HABITACIONAL INFONAVIT;9:00 A 17:00 HORAS;19,271094229;-99,114949104
SÁBADO;RODOLFO USIGLI ENTRE ANTONIO CARDENAS Y SUR 111;08:00 A 19:00 HORAS;19,363027118;-99,114975585
DOMINGO;RODOLFO USIGLI ENTRE ANTONIO CARDENAS Y SUR 111;08:00 A 19:00 HORAS;19,363027118;-99,114975585
DOMINGO;ACUEDUCTO ENTRE LA PRESA Y CAMINO NACIONAL;9:00 A 17:00 HORAS;19,245883057;-99,114274987
JUEVES;ACUEDUCTO ENTRE LA PRESA Y CAMINO NACIONAL;9:00 A 17:00 HORAS;19,245883057;-99,114274987
SÁBADO;ACUEDUCTO ENTRE LA PRESA Y CAMINO NACIONAL;9:00 A 17:00 HORAS;19,245883057;-99,114274987
SÁBADO;CALLE ANTONIO CARDENAS ENTRE ANASTACIO G. SARABIA Y RADAMES GAXIOLA;08:00 A 19:00 HORAS;19,361994291;-99,114326225
DOMINGO;RADAMES GAXIOLA ENTRE RODOLFO USIGLI Y ATANACIO G. SARABIA;08:00 A 19:00 HORAS;19,361994291;-99,114326225
DOMINGO;ORIENTE 103 ENTRE NORTE 56 Y NORTE 54;07:00 A 17:00 HORAS;19,466651529;-99,114276879
VIERNES;AV. MORELOS ENTRE ILHUICAMINA E IZTACIHUATL;07:00 A 17:00 HORAS;19,499940222;-99,113697267
DOMINGO;AVENIDA TEPOZANES, AMPLIACIÓN SAN MARCOS NORTE;9:00 A 17:00 HORAS;19,268313258;-99,113469437
MARTES;FAUSTO ROMERO ENTRE CUAUHTEMOC Y ALBERTO HERRERA;07:00 A 17:00 HORAS;19,480274007;-99,112874729
DOMINGO;AV. MORELOS ENTRE ACUEDUCTO Y CHATINGO;07:00 A 17:00 HORAS;19,498673391;-99,112683637
LUNES;RETORNO 29 DE FRANCISCO DEL PASO Y TRONCOSO Y RTNO. 7 DE CECILIO ROBELO COL. JARDÍN BALBUENA;08:00 A 19:00 HORAS;19,422036107;-99,112319990
VIERNES;RANCHO VISTA HERMOSA ENTRE ANAHUAC Y MIRADOR;8:00 A 19:00 HORAS;19,305930019;-99,112038991
DOMINGO;CALZ. DEL HUESO / CEBADALES Y PERALES;08:00 A 19:00 HORAS;19,300107596;-99,111601465
DOMINGO;CAFETALES ENTRE LAS BOMBAS Y RANCHO SAN MATEO;8:00 A 19:00 HORAS;19,310916096;-99,111333030
MARTES;CALLE SANTA MARIA ENTRE TIZOC Y DEL ROSAL;08:00 A 19:00 HORAS;19,377237549;-99,111213837
JUEVES;CALLE SANTA MARIA ENTRE TIZOC Y ROSAL;08:00 A 19:00 HORAS;19,377237549;-99,111213837
SÁBADO;SANTA MARIA (EXPLANADA) ENTRE CALLEJON SANTA MARIA Y ROSAL;08:00 A 19:00 HORAS;19,377565826;-99,111145305
DOMINGO;CALLE 16 DE SEPTIEMBRE ENTRE INDEPENDENCIA E ITURBE, LOS REYES CULHUACAN REUBICADO YA EN BENITO JUAREZ ENTRE AV. TAXQUEÑA Y LA GLORIA;08:00 A 19:00 HORAS;19,336712060;-99,111017953
MIÉRCOLES;TLACOPAN ENTRE TORRES Y MORELOS;07:00 A 17:00 HORAS;19,501406711;-99,111035394
DOMINGO;AGUSTIN DE ITURBIDE, INDEPENDENCIA, 15 Y 16 DE SEPTIEMBRE Y AV. TLAHUAC,  LOS REYES CULHUACAN REUBICADO YA EN BENITO JUAREZ ENTRE AV. TAXQUEÑA Y LA GLORIA;08:00 A 19:00 HORAS;19,337615566;-99,110649547
JUEVES;CALLE ORIENTE 116 ENTRE SUR 107-A Y SUR 113-A, COL. PICOS IZTACALCO;08:00 A 19:00 HORAS;19,389850519;-99,110507655
SÁBADO;PEDRO NEGRETE ENTRE M. MIRAMON Y GENERAL M. SALAS;07:00 A 17:00 HORAS;19,489324106;-99,109817494
MIÉRCOLES;JOYAS ENTRE UNIQUINA Y ESPINELA;07:00 A 17:00 HORAS;19,472955152;-99,109613321
JUEVES;ORTENTE 116, COL U.H. PICOS II;08:00 A 19:00 HORAS;19,389717819;-99,109515399
DOMINGO;BOULEVAR CARMEN SERDAN ENTRE  CALZADA DE LA VIRGEN Y SOLEDAD SOLORZANO;8:00 A 19:00 HORAS;19,321442328;-99,109148076
LUNES;BOULEVAR CARMEN SERDAN ENTRE  CALZADA DE LA VIRGEN Y SOLEDAD SOLORZANO;8:00 A 19:00 HORAS;19,321442328;-99,109148076
LUNES;CALZADO DE LA VIRGEN ENTRE CANAL NACIONAL Y CATALINA BUENDIA;8:00 A 19:00 HORAS;19,321442328;-99,109148076
DOMINGO;BOULEVAR CARMEN SERDAN ENTRE  CALZADA DE LA VIRGEN Y SOLEDAD SOLORZANO;8:00 A 19:00 HORAS;19,321442328;-99,109148076
SÁBADO;BOULEVAR CARMEN SERDAN ENTRE  CALZADA DE LA VIRGEN Y SOLEDAD SOLORZANO;8:00 A 19:00 HORAS;19,321442328;-99,109148076
VIERNES;CALZADO DE LA VIRGEN ENTRE CANAL NACIONAL Y CATALINA BUENDIA;8:00 A 19:00 HORAS;19,321442328;-99,109148076
SÁBADO;AV. GIRASOL ENTRE COLORINES Y CORTEZA, COL. U.H. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,384648102;-99,109177838
LUNES;CALLE IGLESIAS CALDERÓN, ENTRE LUIS DE LA ROSA Y AV. MORELOS;08:00 A 19:00 HORAS;19,409111027;-99,109033472
JUEVES;PRESIDENCIA ENTRE HACIENDA Y CARLOS BENZ;08:00 A 19:00 HORAS;19,332210081;-99,108965013
MARTES;CALLE CERRADA DE 16 DE SEPTIEMBRE ENTRE AV. TLAHUAC Y 16 DE SEPTIEMBRE;08:00 A 19:00 HORAS;19,343272093;-99,108905040
MIÉRCOLES;CALLE REFINERÍA, ENTRE JORNALEROS Y AVENIDA DEL PEÑÓN;08:00 A 19:00 HORAS;19,438104337;-99,108906393
LUNES;CALLE SUR 125 ENTRE AGRICULTORES Y CAMPESINOS;08:00 A 19:00 HORAS;19,353720123;-99,108799999
LUNES;MIRADOR ENTRE CALZADA DE LAS BOMBAS Y HACIENDA SANTA CECILIA;8:00 A 19:00 HORAS;19,309437073;-99,108427046
MIÉRCOLES;MIRADOR ENTRE CALZADA DE LAS BOMBAS Y HACIENDA SANTA CECILIA;8:00 A 19:00 HORAS;19,309437073;-99,108427046
MIÉRCOLES;BOULEVARD CARMEN SERDÁN ENTRE MAGDALENA COBOS Y MANUELA MEDINA;8:00 A 19:00 HORAS;4,420571872;-99,102603603
JUEVES;IGLESIAS CALDERON ENTRE AV. MORELOS Y LUIS DE LA ROSA COL. JARDÍN BALBUENA;08:00 A 19:00 HORAS;19,410031121;-99,108412976
DOMINGO;CAFETALES ENTRE LAS BOMBAS Y HACIENDA SANTO DOMINGO;8:00 A 19:00 HORAS;19,299800066;-99,108280015
JUEVES;HACIENDA SANTO DOMINGO ENTRE CAFETALES Y MIRADOR;8:00 A 19:00 HORAS;19,299800066;-99,108280015
LUNES;HACIENDA SANTO DOMINGO ENTRE CAFETALES Y MIRADOR;8:00 A 19:00 HORAS;19,299800066;-99,108280015
MARTES;HACIENDA SANTO DOMINGO ENTRE CAFETALES Y MIRADOR;8:00 A 19:00 HORAS;19,299800066;-99,108280015
MARTES;HACIENDA SANTO DOMINGO ENTRE CAFETALES Y MIRADOR;8:00 A 19:00 HORAS;19,299800066;-99,108280015
SÁBADO;HACIENDA SANTO DOMINGO ENTRE CAFETALES Y MIRADOR;8:00 A 19:00 HORAS;19,299800066;-99,108280015
JUEVES;HACIENDA SANTO DOMINGO ENTRE CAFETALES Y MIRADOR;8:00 A 19:00 HORAS;19,299800066;-99,108280015
VIERNES;MIRADOR ENTRE HACIENDA SANTO DOMINGO Y SANTA CECILIA;8:00 A 19:00 HORAS;19,299800066;-99,108280015
DOMINGO;FISICOS Y GEOGRAFOS;08:00 A 19:00 HORAS;19,370631691;-99,108283102
MIÉRCOLES;ORIENTE 95 ENTRE NORTE 70 Y AV. EDUARDO MOLINA;07:00 A 17:00 HORAS;19,460941883;-99,108128925
MIÉRCOLES;SAMUEL MORSE Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,332486048;-99,107957953
SÁBADO;SAMUEL MORSE Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,332486048;-99,107957953
JUEVES;BENITO JUAREZ ENTRE ALLENDE Y CARRETERA A SAN PABLO;9:00 A 17:00 HORAS;19,224173108;-99,107758010
JUEVES;CATALINA BUEN DIA ENTRE MARIQUITA SANCHEZ Y CANAL NACIONAL;8:00 A 19:00 HORAS;19,325081070;-99,107574009
MARTES;CATALINA BUEN DIA ENTRE MARIQUITA SANCHEZ Y CANAL NACIONAL;8:00 A 19:00 HORAS;19,325081070;-99,107574009
VIERNES;CATALINA BUEN DIA ENTRE MARIQUITA SANCHEZ Y CANAL NACIONAL;8:00 A 19:00 HORAS;19,325081070;-99,107574009
JUEVES;GIRASOL ENTRE CORTEZA Y RAIZ, COL. UH. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,384358441;-99,107534025
SÁBADO;GIRASOL ENTRE CHARCO Y RAIZ, COL. UH. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,384358441;-99,107534025
LUNES;CALLE IGLESIAS CALDERÓN, ENTRE LUIS DE LA ROSA Y AV. MORELOS;08:00 A 19:00 HORAS;19,411028487;-99,107479348
JUEVES;JOAQUIN MARTINEZ DE ALBA ENTRE MARIN DEL CAMPO Y JOSE JASSO COL. MOCTEZUMA 1RA SECCIÓN;08:00 A 19:00 HORAS;19,430796408;-99,107222950
MARTES;BOULEVARD CARMEN SERDÁN ENTRE GENERAL A. NAVA Y A. GARCIA;8:00 A 19:00 HORAS;19,316844058;-99,107117974
MARTES;BOULEVARD CARMEN SERDÁN ENTRE GENERAL A. NAVA Y A. GARCIA;8:00 A 19:00 HORAS;19,316844058;-99,107117974
LUNES;CALLE IGLESIAS CALDERÓN, ENTRE LUIS DE LA ROSA Y AV. MORELOS;08:00 A 19:00 HORAS;19,411501381;-99,107063518
JUEVES;JOAQUIN MARTINEZ DE ALBA ENTRE MARTIN DEL CAMPO Y JOSE JASSO COL. MOCTEZUMA 1RA SECCIÓN;08:00 A 19:00 HORAS;19,430628670;-99,106861331
SÁBADO;CARRETERA ANTIGUA A SAN FRANCISCO, ENTRE LIRIO Y CARRETERA A SAN PABLO;9:00 A 17:00 HORAS;19,198845720;-99,106641386
DOMINGO;ELECTRICISTAS DE APICULTURA A DECORADO COL. 20 DE NOVIEMBRE;08:00 A 19:00 HORAS;19,444562844;-99,106548156
DOMINGO;ELECTRICISTAS DE DECORADO Y FLORICULTURA 2A PARTE A GRAN CANAL Y APICULTURA 1A PARTE;08:00 A 19:00 HORAS;19,444562844;-99,106548156
LUNES;GIRASOL ENTRE CORTEZA Y RAIZ, COL. UH. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,383773727;-99,106460087
SÁBADO;CALLE CENTENO ENTRE PRIMERA PRIVADA DE CHICLE Y CAFETAL COLONIA GRANJAS MEXICO;08:00 A 19:00 HORAS;19,400954625;-99,106117052
VIERNES;CUAHUTEMOC ENTRE AXAYACATL Y AHUIZOTL;08:00 A 19:00 HORAS;19,345191108;-99,104694988
JUEVES;CALLE ORIENTE 81 ENTRE NORTE 84 Y NORTE 92;07:00 A 17:00 HORAS;19,451498887;-99,104271116
DOMINGO;PALOMAS ENTRE FENIX Y CALZADA SAN JUAN DE ARAGON;07:00 A 17:00 HORAS;19,480756809;-99,104218359
SÁBADO;CALLE LUIS PRECIADO DE LA TORRE, ENTRE IZTACIHUATL Y JUAN A. GUTIERREZ COL. MOCTEZUMA 2A SECCIÓN;08:00 A 19:00 HORAS;19,427534098;-99,103980045
MIÉRCOLES;RETORNO 4 DE ANSELMO DE LA PORTILLA COL. JARDÍN BALBUENA;08:00 A 19:00 HORAS;19,419971844;-99,103923607
MIÉRCOLES;RETORNO 4 DE ANSELMO DE LA PORTILLA COL. JARDÍN BALBUENA;08:00 A 19:00 HORAS;19,420129677;-99,103850648
MARTES;CALLE 6 DE MARZO ENTRE GRAL. FRANCISCO MURGUIA Y GENERAL BONIFACIO SALINAS COL. REVOLUCIÓN;08:00 A 19:00 HORAS;19,438145083;-99,103679954
JUEVES;CULTURAS PREHISPANICAS ENTRE HUALQUILA Y CALLEJON DE HUALQUILA;08:00 A 19:00 HORAS;19,366549936;-99,103560713
JUEVES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
LUNES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
MARTES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
LUNES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
SÁBADO;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
VIERNES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
VIERNES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
DOMINGO;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312265011;-99,103507450
MARTES;ROSARIO CASTELLANOS ENTRE CONCHITA Y URQUIZA Y ELVIRA VARGAS;8:00 A 19:00 HORAS;19,312278124;-99,103492037
MIÉRCOLES;VALENTIN CANALIZO ENTRE MIRAMON E INDEPENDENCIA;07:00 A 17:00 HORAS;19,490475992;-99,103358350
LUNES;CALLE SUR 116 ENTRE SUR 131 Y SUR 137, COL. EL MOSCO;08:00 A 19:00 HORAS;19,389103234;-99,103266689
JUEVES;TIZOC ENTRE 5 DE MAYO Y CUAHUTEMOC;08:00 A 19:00 HORAS;19,343893093;-99,103079985
SÁBADO;TIZOC ENTRE 5 DE MAYO Y CUAHUTEMOC;08:00 A 19:00 HORAS;19,343893093;-99,103079985
LUNES;ORIENTE 125 ENTRE NORTE 72-B Y AV. EDUARDO MOLINA;07:00 A 17:00 HORAS;19,470692037;-99,103019648
LUNES;ORIENTE 125 ENTRE NORTE 72-B Y AV. EDUARDO MOLINA;07:00 A 17:00 HORAS;19,470692037;-99,103019648
MARTES;ORIENTE 103 ENTRE NORTE 80 Y NORTE 84;07:00 A 17:00 HORAS;19,461802315;-99,103009458
DOMINGO;PLAZUELA DEL BARRIO LA ASUNCION;9:00 A 17:00 HORAS;19,268461075;-99,102834128
MARTES;AVE. GIRASOL ENTRE RIO CHURUBUSCO Y ESPEJO DE AGUA, COL. U.H. INFONAVIT IZTACALCO;08:00 A 19:00 HORAS;19,383625557;-99,102774219
SÁBADO;EDUARDO BRANLY Y EMILIO BERLINER;08:00 A 19:00 HORAS;19,333139060;-99,102202034
LUNES;CALLE CUITLAHUAC ENTRE TONATHIU Y TETEPALQUETZIN;08:00 A 19:00 HORAS;19,344552050;-99,102036045
MIÉRCOLES;RETORNO 4 DE ANSELMO DE LA PORTILLA COL. JARDÍN BALBUENA;08:00 A 19:00 HORAS;19,421638570;-99,102039012
VIERNES;AV. LUIS YUREN ENTRE QUINTERO Y RICARDO FLORES MAGON;07:00 A 17:00 HORAS;19,509434198;-99,101912022
MARTES;GIRASOL, ENTRE RAIZ DEL AGUA Y COLORÍN;08:00 A 19:00 HORAS;19,389031846;-99,101811162
VIERNES;AV. HIDALGO ESQUINA AV. MORELOS;9:00 A 17:00 HORAS;19,243923018;-99,101716983
MARTES;JUAN NAVARRO ENTRE BACILIO PEREZ Y MATEO ECHAZ;07:00 A 17:00 HORAS;19,481463054;-99,101534703
SÁBADO;CAMINO REAL A SAN FRANCISCO COLONIA LAS MARAVILLAS;9:00 A 17:00 HORAS;19,214671132;-99,101246995
DOMINGO;EMILIANO ZAPATA ENTRE CHOCOLIN Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,327033066;-99,100081002
MIÉRCOLES;XOCHIQUETZAL ENTRE ARROLLO TIZOC Y MOCTEZUMA;08:00 A 19:00 HORAS;19,349146111;-99,099873966
DOMINGO;XOCHIQUETZAL ENTRE TIZOC Y MOCTEZUMA;08:00 A 19:00 HORAS;19,349146111;-99,099873966
SÁBADO;CABO SAN ANTONIO ENTRE CABO FINISTERRE Y CABO CATOCHE;07:00 A 17:00 HORAS;19,498311135;-99,099336459
SÁBADO;CABO SAN ANTONIO ENTRE CABO FINISTERRE Y CABO SAN ROQUE;07:00 A 17:00 HORAS;19,498311135;-99,099336459
SÁBADO;MANUEL SABINO CRESPO ENTRE B. BLAS BALCACER Y J. M. DEL CASTILLO;07:00 A 17:00 HORAS;19,485968060;-99,099319972
SÁBADO;CALLE AVENIDA DEL TALLER, ENTRE RETORNO 52 Y GALINDO Y VILLA;08:00 A 19:00 HORAS;19,410525091;-99,099087680
MIÉRCOLES;PROSPERO GARCIA ENTRE PROGRESO Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,323183056;-99,098934007
DOMINGO;PROSPERO GARCIA ENTRE PROGRESO Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,323183056;-99,098934007
DOMINGO;ORIENTE 119 ENTRE NORTE 84-A Y NORTE 88-A;07:00 A 17:00 HORAS;19,466662020;-99,098894786
SÁBADO;XOCHIQUERZAL Y ESTRELLA;08:00 A 19:00 HORAS;19,351434181;-99,098716324
JUEVES;ANTONIO RUIZ GALINDO ENTRE NORTE 82-A Y NORTE 84-A;07:00 A 17:00 HORAS;19,471604400;-99,098361909
JUEVES;ANTONIO RUIZ GALINDO ENTRE NORTE 82-A Y NORTE 84-A;07:00 A 17:00 HORAS;19,471604400;-99,098361909
MARTES;CALLE A ENTRE  CALLE 4 Y GALINDO Y VILLA COL. IGNACIO ZARAGOZA;08:00 A 19:00 HORAS;19,417996934;-99,098234747
SÁBADO;MANUEL SABINO CRESPO ENTRE GERARDO PAYRO Y JOSE MA. CASTILLO;07:00 A 17:00 HORAS;19,485390042;-99,098157349
MARTES;CALLE A ENTRE  CALLE 4 Y GALINDO Y VILLA COL. IGNACIO ZARAGOZA;08:00 A 19:00 HORAS;19,418238115;-99,098110968
JUEVES;PASEO DE CECILA (VIVEROS) Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,322555898;-99,098031735
MARTES;VALLE DEL PARAISO ENTRE MORELOS Y 5 DE MAYO;08:00 A 19:00 HORAS;19,339266120;-99,097731047
DOMINGO;CARRETERA NUEVA A SANTA CECILIA A UN COSTADO DEL POZO 5 ENTRE CAMINO A LA JOYA;9:00 A 17:00 HORAS;19,233470046;-99,097558974
MIÉRCOLES;CLAUDIO CHAPPE ENTRE EMILIO BERLINER Y JUAN DE OCHOA;08:00 A 19:00 HORAS;19,333045063;-99,097599012
MIÉRCOLES;CALLE LUCERNA ENTRE HOMBRES ILUSTRES Y PROGRESO;9:00 A 17:00 HORAS;19,218029264;-99,096573094
SÁBADO;MANUEL SABINO CRESPO ENTRE AV. EDUARDO MOLINA Y ESPIRIDION MORENO;07:00 A 17:00 HORAS;19,484499502;-99,096333513
MARTES;AV. FRANCISCO J. MACIN ENTRE ANDADOR 11 Y FERNANDO AMILPA;07:00 A 17:00 HORAS;19,510857676;-99,094699929
MARTES;AV. FRANCISCO J. MACIN ENTRE TORRES CALDERON Y ANDADOR 21;07:00 A 17:00 HORAS;19,510857676;-99,094699929
JUEVES;AV. FRANCISCO J. MACIN ENTRE ANDADOR 21 Y V. ESTRADA;07:00 A 17:00 HORAS;19,510274174;-99,094472761
JUEVES;AV. FRANCISCO J. MACIN ENTRE ANDADOR 11 Y FERNANDO AMILPA;07:00 A 17:00 HORAS;19,510274174;-99,094472761
MIÉRCOLES;PLAZUELA DE SANTA MARIA NATIVITAS;9:00 A 17:00 HORAS;19,244944098;-99,093172015
SÁBADO;SIRACUSA DE AV. TLAHUAC A MORELOS;08:00 A 19:00 HORAS;19,320734072;-99,092998030
DOMINGO;AV. FRANCISCO J. MACIN ENTRE ANDADOR 11 Y FERNANDO AMILPA;07:00 A 17:00 HORAS;19,509051900;-99,093071252
DOMINGO;AV. FRANCISCO J. MACIN ENTRE ANDADOR 27 Y ANDADOR 35;07:00 A 17:00 HORAS;19,509051900;-99,093071252
SÁBADO;AV. 507 PLAZA 3;07:00 A 17:00 HORAS;19,464014028;-99,092910225
SÁBADO;AV. 507 PLAZA 3;07:00 A 17:00 HORAS;19,464014028;-99,092910225
LUNES;CERRADA DE MANUEL MORALES PUENTE ENTRE MATEO RAMIREZ Y MATIAS CASTELLANOS;07:00 A 17:00 HORAS;19,481830628;-99,092888745
DOMINGO;NORTE 37, ENTRE ORIENTE.172 Y ORIENTE 166 COL. MOCTEZUMA 2DA SECCIÓN;08:00 A 19:00 HORAS;19,436915951;-99,092607297
MIÉRCOLES;10 DE MAYO, ENTRE EMILIANO ZAPATA Y MIGUEL HIDALGO;9:00 A 17:00 HORAS;19,245162484;-99,092377428
VIERNES;CALLE ORIENTE  178, ENTRE NORTE 25 Y NORTE 29;08:00 A 19:00 HORAS;19,431867771;-99,092375334
DOMINGO;ESTERLINAS Y PEQUIN ENTRE DINARES Y PUERTO ARTURO COL. AQUILES SERDÁN;08:00 A 19:00 HORAS;19,447043444;-99,092076103
JUEVES;CALLE JUAREZ, ENTRE CALLE ZAPATA Y JALAPA;8:00 A 17:00 HORAS;19,192275583;-99,090998489
MIÉRCOLES;ALDAMA Y ERMITA IZTAPALAPA ENTRE CUAHUTEMOC Y ESTRELLA;08:00 A 19:00 HORAS;19,359032217;-99,090916832
MIÉRCOLES;ALDAMA Y ERMITA IZTAPALAPA ENTRE CUAHUTEMOC Y ESTRELLA;08:00 A 19:00 HORAS;19,359032217;-99,090916832
MIÉRCOLES;ALDAMA Y ERMITA IZTAPALAPA ENTRE CUAHUTEMOC Y ESTRELLA;08:00 A 19:00 HORAS;19,359032217;-99,090916832
MARTES;CALLE CHINA ENTRE NORTE 162 Y NORTE 172 COL. PENSADOR MEXICANO;08:00 A 19:00 HORAS;19,440850132;-99,090823965
VIERNES;AV. ORIENTE 185 ENTRE DESFOGUE Y NORTE 72 B;07:00 A 17:00 HORAS;19,502372387;-99,090486475
JUEVES;TECNICOS Y MANUALES CINE MEXICANO Y CANAL DE CHALCO;08:00 A 19:00 HORAS;19,313453122;-99,089559021
DOMINGO;TECNICOS Y MANUALES ENTRE CINE MEXICANO Y CANAL DE CHALCO;08:00 A 19:00 HORAS;19,313453122;-99,089559021
MARTES;LECHERÍA DEL PUEBLO DE SANTA MARÍA NATIVITAS;9:00 A 17:00 HORAS;19,247328223;-99,089450010
DOMINGO;PLAZA 4 ENTRE AV. 529 Y CERRADA 531;07:00 A 17:00 HORAS;19,458394486;-99,089530164
MIÉRCOLES;CALLE 308 ENTRE LAS CALLES 305 Y 307;07:00 A 17:00 HORAS;19,495032135;-99,089351789
MIÉRCOLES;CALLE 308 ENTRE LAS CALLES 305 Y 307;07:00 A 17:00 HORAS;19,495032135;-99,089351789
JUEVES;AV. 529 531 Y 523 EN LA PLAZA 5;07:00 A 17:00 HORAS;19,458605075;-99,089302570
LUNES;CALLE 304 Y CALLE 313;07:00 A 17:00 HORAS;19,490698138;-99,089231531
MARTES;CALLE 304 ENTRE LAS CALLES 305 Y 315;07:00 A 17:00 HORAS;19,490698138;-99,089231531
VIERNES;CALLE 304 ENTRE LAS CALLES 305 Y 315;07:00 A 17:00 HORAS;19,490698138;-99,089231531
VIERNES;CALLE DESIDERIO PEÑA ENTRE CARRETERA VIEJA XOCHIMILCO TULYEHUALCO Y CARRETERA NUEVA TULYEHUALCO XOCHIMILCO;9:00 A 17:00 HORAS;19,247455100;-99,089096108
LUNES;CALLE DESIDERIO PEÑA ENTRE CARRETERA VIEJA XOCHIMILCO TULYEHUALCO Y CARRETERA NUEVA TULYEHUALCO XOCHIMILCO;9:00 A 17:00 HORAS;19,247455100;-99,089096108
LUNES;CALLE RIO CAZONES ENTRE RIO TUXPAN Y RIO COATZACOALCOS;08:00 A 19:00 HORAS;19,384349578;-99,088603102
MARTES;RIO CAZONES ENTRE RIO TUXPAN Y RIO COATZACOALCOS;08:00 A 19:00 HORAS;19,384349578;-99,088603102
MARTES;CALLE SAN GERONIMO ENTRE CARRETERA A XOCHIMILCO Y AXOCHITL;9:00 A 17:00 HORAS;19,247886128;-99,088282967
VIERNES;TECNICOS Y MANUALES ENTRE AV. TLAHUAC Y CINEMATOGRAFISTAS U.H. BENITO JUAREZ;08:00 A 19:00 HORAS;19,318889048;-99,088178041
SÁBADO;CALLE TECNICOS Y MANUALES ENTRE AV. TLAHUAC Y CINEMATOGRAFISTAS U.H. BENITO JUAREZ;08:00 A 19:00 HORAS;19,318889048;-99,088178041
MIÉRCOLES;TECNICOS Y MANUALES ENTRE AV. TLAHUAC Y CINEMATOGRAFISTAS;08:00 A 19:00 HORAS;19,318889048;-99,088178041
VIERNES;PUERTO COZUMEL ENTRE SAN JUAN DE ARAGON Y PUERTO MALAGA;07:00 A 17:00 HORAS;19,475059482;-99,088227709
MIÉRCOLES;CALLE 308 ENTRE LAS CALLES 307 Y 317;07:00 A 17:00 HORAS;19,494494191;-99,087793484
MIÉRCOLES;CALLE 308 ENTRE EDUARDO MOLINA Y CALLE 319;07:00 A 17:00 HORAS;19,494494191;-99,087793484
MIÉRCOLES;JUAN FRANCISCO ENTRE PUERTO ENSENADA Y PRIVADA DE JUAN FRANCISCO;07:00 A 17:00 HORAS;19,472542906;-99,087073314
MARTES;PUERTO MAZATLAN ENTRE AV. GRAN CANAL Y PUERTO PAPANTLA;07:00 A 17:00 HORAS;19,478878649;-99,085881981
SÁBADO;PUERTO MAZATLAN ENTRE PUERTO ANGEL Y BARRA DE NAUTLA;07:00 A 17:00 HORAS;19,478878649;-99,085881981
