DÍA;Ubic;Horario;Latitude;Longitude
VIERNES;JACARANDAS ENTRE CORONA Y CAFETO;08:00 A 19:00 HORAS;19,351192065;-99,000909003
VIERNES;VILLA GERIZ, VILLA GENERAL ROCA Y VILLA IGATINI;08:00 A 19:00 HORAS;19,322928108;-99,038057046
VIERNES;PROL. GUADALUPE VICTORIA ENTRE NARDO Y SANTA LUCIA;08:00 A 19:00 HORAS;19,333379090;-99,044092966
VIERNES;MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO;08:00 A 19:00 HORAS;19,398916081;-99,056963010
VIERNES;FUSIA Y MANZANILLA;08:00 A 19:00 HORAS;19,346316065;-98,994471973
VIERNES;CALLE 7 Y CORONEL LINO MERINO;08:00 A 19:00 HORAS;19,400197124;-99,058083977
VIERNES;CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA;08:00 A 19:00 HORAS;19,399374083;-99,058413030
VIERNES;AV. 4 DE CALLE 47 A 55 Y AREA CIVICA;08:00 A 19:00 HORAS;19,345736941;-99,042581583
VIERNES;CALLE 2, 3 Y BENITO JUAREZ;08:00 A 19:00 HORAS;19,336156104;-99,017054985
VIERNES;"CALLE CANDELABROS ENTRE AV. LAS TORRES (JOSE CLEMENTE OROZCO) Y AV. TLAHUAC; CALLE DESPOSORIOS DE AV. TLAHUAC HASTA EL MERCADO SAN LORENZO Y BANQUETA DE LADO SUR SOBRE AV. LAS TORRES (JOSE CLEMENTE OROZCO)";08:00 A 19:00 HORAS;19,310919262;-99,071905020
VIERNES;PERIFERICO Y CONBATE DE CELAYA;08:00 A 19:00 HORAS;19,357767080;-99,057980959
VIERNES;AV. 4 Y AV. SANTA CRUZ;08:00 A 19:00 HORAS;19,345736941;-99,042581583
VIERNES;FELIPE ANGELES ENTRE CENTAURO DEL NORTE Y SIETE LEGUAS;08:00 A 19:00 HORAS;19,336025046;-99,058824029
VIERNES;AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO;08:00 A 19:00 HORAS;19,308128335;-99,076580886
VIERNES;TLILALPACATL, CUAUHTEMOC Y VILLA FRANQUEZA;08:00 A 19:00 HORAS;19,325869105;-99,048479996
VIERNES;AV.4 ENTRE CALLE 11 Y 17 Y CALLE 9 Y AV. 2;08:00 A 19:00 HORAS;19,346436048;-99,035515034
VIERNES;AV.4 DE CALLE 47 A 17, AV. 6 DE CALLE 35 A 17, CALLE 17 DE AV. SANTA CRUZ A ERMITA, AV. SANTA CRUZ DE CALLE 17 A AV. 4 Y CALLES 9,11,13,15, DE AV. 4 A AV. SANTA CRUZ;08:00 A 19:00 HORAS;19,345736941;-99,042581583
VIERNES;ABASOLO Y MINA *NO SE ENCONTRÓ UBICACIÓN EXCATA, NO COINCIDEN CALLES;08:00 A 19:00 HORAS;19,296745386;-99,053813024
VIERNES;CALLE MORELOS ESQUINA CON ZAPATA Y CALLE ROJO GOMEZ;8:00 A 17:00 HORAS;19,186960012;-99,072973156
VIERNES;CALLE CUITLAHUAC Y CALLE FRAY BARTOLOME DE LAS CASAS;8:00 A 17:00 HORAS;19,204195586;-99,048746084
VIERNES;CALLE SONIDO 13 ENTRE RIACHUELO SERPENTINO Y ERNESTINA HEVIA DEL PUERTO;8:00 A 17:00 HORAS;19,280505090;-99,004672974
VIERNES;CALLE MIGUEL NEGRETE ENTRE ESQUINA SAN RAFAEL ATLIXCO Y CERRADA DE U.HABITACIONALES COREAL;8:00 A 17:00 HORAS;19,303152072;-99,037162960
VIERNES;CALLE EMILIANO ZAPATA ENTRE CUARTO CALLEJON DE EMILIANO ZAPATA Y PROLONGACION JACARANDAS;8:00 A 17:00 HORAS;19,263777071;-99,005658007
VIERNES;CALLE GITANA ENTRE ESTACION XOLA SAN ANTONIO Y ESTACION VILLA DE CORTEZ MATAMOROS;8:00 A 17:00 HORAS;19,312488117;-99,043405985
VIERNES;CALLE MAR DE LOS VAPORES,  ENTRE CRATER ERASTOTENES Y CRATER PLATON;8:00 A 17:00 HORAS;19,285274304;-98,995070203
VIERNES;IGNACIO ORTIZ O JOSE DE LA CUESTA PLAN DE AYALA ENTRE ANTONIO SIERRA Y MIGUEL ALEMAN;8:00 A 17:00 HORAS;19,294696120;-99,031543006
VIERNES;CALLE INDEPENDENCIA ENTRE AV DEL TRABAJO Y 2º CALLEJON DE INDEPENDENCIA;8:00 A 17:00 HORAS;19,300995079;-99,030012981
VIERNES;CALLE LAGO CUITZEO ENTRE CALLE GITANA Y LAGO TEPEYAC;8:00 A 17:00 HORAS;19,294805098;-99,058388968
VIERNES;CALLE ESTURION ENTRE AVENIDA LANGOSTA Y MERLUZA;8:00 A 17:00 HORAS;19,286713132;-99,054795960
